,Order ID,Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,License,Product,Sales,Quantity,Discount,Profit,Month_Year,Discount Category,Profit Margin,Sales Percentage,Month,Year,Discount Amount
19,AMER-2020-101931,2020-10-28,Olivia Graham,United States,New York City,AMER,NAMER,Phillips 66,1056,Energy,Strategic,"AM9OXWPZDS, K1SO5AHJYM",Support,487.02,4,0.0,14.485,October 2020,No Discount,2.97,1.0,October,2020,0.0
20,AMER-2020-102071,2020-05-09,Charles Churchill,United States,Los Angeles,AMER,NAMER,Lowes,1060,Retail,SMB,"4V8C7D3OCF, Z1VANFRH9I",Data Smasher,235.76999999999998,7,0.0,44.3808,May 2020,No Discount,18.82,1.0,May,2020,0.0
21,AMER-2020-102085,2020-10-04,Joanne Hemmings,Canada,Toronto,AMER,NAMER,Walmart,1096,Retail,SMB,SGMJWOXHE4,FinanceHub,29.24,4,0.0,13.7428,October 2020,No Discount,47.0,1.0,October,2020,0.0
22,AMER-2020-102295,2020-11-24,Adam Nash,United States,Houston,AMER,NAMER,Aviva,1006,Finance,SMB,20L65NK277,FinanceHub,120.712,1,0.2,-18.1068,November 2020,Low Discount,-15.0,0.8,November,2020,30.177999999999983
23,AMER-2020-102330,2020-12-29,Emma Greene,United States,Detroit,AMER,NAMER,FedEx,1036,Transportation,SMB,IBCEWAPIPN,FinanceHub,88.8,6,0.0,44.4,December 2020,No Discount,50.0,1.0,December,2020,0.0
24,AMER-2020-102330,2020-12-29,Emma Greene,United States,Detroit,AMER,NAMER,FedEx,1036,Transportation,SMB,3YHYFW9BPX,Site Analytics,319.968,4,0.2,35.9964,December 2020,Low Discount,11.25,0.8,December,2020,79.99199999999996
25,AMER-2020-102652,2020-04-06,Samantha Ince,United States,New York City,AMER,NAMER,Panasonic,1091,Tech,Strategic,"4ADBF7II3M, Y490YS8J8A",SaaS Connector Pack,125.07,9,0.0,28.546100000000003,April 2020,No Discount,22.82,1.0,April,2020,0.0
26,AMER-2020-102652,2020-04-06,Samantha Ince,United States,New York City,AMER,NAMER,Panasonic,1091,Tech,Strategic,"TW5WYENLS6, EKDPYODB5U",Support,74.92,4,0.0,35.961600000000004,April 2020,No Discount,48.0,1.0,April,2020,0.0
27,AMER-2020-103310,2020-05-10,Una Mackay,United States,Chicago,AMER,NAMER,Intel,1051,Tech,SMB,S1JLGM9SFV,FinanceHub,256.784,1,0.2,32.098,May 2020,Low Discount,12.5,0.8,May,2020,64.19599999999997
28,AMER-2020-103310,2020-05-10,Una Mackay,United States,Chicago,AMER,NAMER,Intel,1051,Tech,SMB,J619AAPNDK,Site Analytics,1432.0,5,0.2,125.3,May 2020,Low Discount,8.75,0.8,May,2020,358.0
29,AMER-2020-103310,2020-05-10,Una Mackay,United States,Chicago,AMER,NAMER,Intel,1051,Tech,SMB,"N1NVWWWUVV, I9H0XVSZ7G",Support,81.0,8,0.0,30.2616,May 2020,No Discount,37.36,1.0,May,2020,0.0
30,AMER-2020-103338,2020-03-11,Connor Paige,United States,Aurora,AMER,NAMER,AT&T,1010,Communications,SMB,H1V2WXW7FL,ChatBot Plugin,7.98,3,0.0,2.0748,March 2020,No Discount,26.0,1.0,March,2020,0.0
31,AMER-2020-103373,2020-05-18,Michelle McLean,Mexico,Tijuana,AMER,LATAM,Johnson & Johnson,1055,Healthcare,SMB,XIQUCOPKDP,Site Analytics,779.796,2,0.4,-168.9558,May 2020,Medium Discount,-21.67,0.6,May,2020,519.864
32,AMER-2020-103401,2020-11-21,Donna Scott,United States,Los Angeles,AMER,NAMER,Royal Dutch Shell,1031,Energy,Strategic,V78ZVDTPR4,Support,12.96,2,0.0,6.2208,November 2020,No Discount,48.0,1.0,November,2020,0.0
33,AMER-2020-103660,2020-08-25,Blake Short,Canada,Toronto,AMER,NAMER,Carrefour,1048,Retail,SMB,6L2MFU22VJ,Site Analytics,1007.944,7,0.2,75.5958,August 2020,Low Discount,7.5,0.8,August,2020,251.98599999999988
34,AMER-2020-103702,2020-09-12,Joe Davies,Mexico,Tijuana,AMER,LATAM,McKesson,1063,Consumer Products,SMB,63KF59OFJ6,ContactMatcher,63.924,7,0.7,-46.8776,September 2020,High Discount,-73.33,0.30000000000000004,September,2020,149.15599999999995
35,AMER-2020-103940,2020-09-17,Robert Dyer,Canada,Toronto,AMER,NAMER,Anthem,1029,Healthcare,SMB,RRU51F2SCB,ContactMatcher,137.24,5,0.2,46.3185,September 2020,Low Discount,33.75,0.8,September,2020,34.31
36,AMER-2020-103940,2020-09-17,Robert Dyer,Canada,Toronto,AMER,NAMER,Anthem,1029,Healthcare,SMB,"FWMOX5QI3M, FL6SQAI0UG",Marketing Suite - Gold,88.21000000000001,5,0.0,17.431600000000003,September 2020,No Discount,19.76,1.0,September,2020,0.0
37,AMER-2020-103940,2020-09-17,Robert Dyer,Canada,Toronto,AMER,NAMER,Anthem,1029,Healthcare,SMB,SP3HW2CYC3,SaaS Connector Pack,35.34,2,0.0,13.4292,September 2020,No Discount,38.0,1.0,September,2020,0.0
38,AMER-2020-104178,2020-08-25,Joseph Newman,United States,New York City,AMER,NAMER,Tesco,1059,Retail,Strategic,BONL24Q7TL,Data Smasher,95.1,5,0.0,30.432,August 2020,No Discount,32.0,1.0,August,2020,0.0
39,AMER-2020-104178,2020-08-25,Joseph Newman,United States,New York City,AMER,NAMER,Tesco,1059,Retail,Strategic,CM2P6CQX5J,Marketing Suite - Gold,48.84,4,0.0,13.1868,August 2020,No Discount,27.0,1.0,August,2020,0.0
40,AMER-2020-104178,2020-08-25,Joseph Newman,United States,New York City,AMER,NAMER,Tesco,1059,Retail,Strategic,BBEJMS9HYS,SaaS Connector Pack,6.28,1,0.0,2.6376,August 2020,No Discount,42.0,1.0,August,2020,0.0
41,AMER-2020-104178,2020-08-25,Joseph Newman,United States,New York City,AMER,NAMER,Tesco,1059,Retail,Strategic,VDF9SVE5SG,Support,25.92,4,0.0,12.4416,August 2020,No Discount,48.0,1.0,August,2020,0.0
42,AMER-2020-104269,2020-03-01,Anthony Sanderson,Canada,Toronto,AMER,NAMER,American Express,1005,Finance,SMB,TJX5D1WJAN,FinanceHub,457.568,2,0.2,51.4764,March 2020,Low Discount,11.25,0.8,March,2020,114.39199999999994
43,AMER-2020-104563,2020-03-07,Stewart Vance,Canada,Toronto,AMER,NAMER,Huawei,1086,Tech,Strategic,4F6OHOQVR2,ChatBot Plugin,20.65,5,0.0,9.499,March 2020,No Discount,46.0,1.0,March,2020,0.0
44,AMER-2020-104563,2020-03-07,Stewart Vance,Canada,Toronto,AMER,NAMER,Huawei,1086,Tech,Strategic,"Y72P514WOS, 8VEXIVTQG7",FinanceHub,918.2719999999999,8,0.2,76.0116,March 2020,Low Discount,8.28,0.8,March,2020,229.56799999999998
45,AMER-2020-104563,2020-03-07,Stewart Vance,Canada,Toronto,AMER,NAMER,Huawei,1086,Tech,Strategic,E8AOM8EYFP,Marketing Suite - Gold,204.9,5,0.0,0.0,March 2020,No Discount,0.0,1.0,March,2020,0.0
46,AMER-2020-104780,2020-05-21,David McDonald,United States,Seattle,AMER,NAMER,Prudential Financial,1078,Finance,Enterprise,YPV0Y2MFAZ,ChatBot Plugin,31.84,8,0.0,10.5072,May 2020,No Discount,33.0,1.0,May,2020,0.0
47,AMER-2020-104808,2020-02-05,Charles Ross,United States,Virginia Beach,AMER,NAMER,Mondelez International,1067,Consumer Products,Strategic,SP0CVX7RBO,ContactMatcher,17.248,2,0.2,6.0368,February 2020,Low Discount,35.0,0.8,February,2020,4.311999999999998
48,AMER-2020-104976,2020-12-09,Andrea Reid,United States,Los Angeles,AMER,NAMER,HSBC Holdings,1070,Finance,Strategic,Y8I4MPITV2,Support,34.68,6,0.0,16.9932,December 2020,No Discount,49.0,1.0,December,2020,0.0
49,AMER-2020-105137,2020-10-10,Connor Paige,Mexico,Mexico City,AMER,LATAM,AT&T,1010,Communications,SMB,FIS5N0SC53,Big Ol Database,101.994,2,0.7,-71.3958,October 2020,High Discount,-70.0,0.30000000000000004,October,2020,237.98599999999996
50,AMER-2020-105137,2020-10-10,Connor Paige,Mexico,Mexico City,AMER,LATAM,AT&T,1010,Communications,SMB,C6HJYFIQDZ,ContactMatcher,18.264,2,0.7,-13.3936,October 2020,High Discount,-73.33,0.30000000000000004,October,2020,42.615999999999985
51,AMER-2020-105172,2020-04-04,Jan Baker,United States,Los Angeles,AMER,NAMER,AT&T,1010,Communications,Enterprise,F84V88OF5N,FinanceHub,18.9,6,0.0,9.072,April 2020,No Discount,48.0,1.0,April,2020,0.0
52,AMER-2020-105249,2020-11-28,Ryan Kerr,United States,Los Angeles,AMER,NAMER,Sony,1028,Tech,Enterprise,TISPIPTJWV,FinanceHub,41.4,4,0.0,19.872,November 2020,No Discount,48.0,1.0,November,2020,0.0
53,AMER-2020-105249,2020-11-28,Ryan Kerr,United States,Los Angeles,AMER,NAMER,Sony,1028,Tech,Enterprise,IOQV62TO29,Marketing Suite,411.332,4,0.15,-4.8392,November 2020,Low Discount,-1.18,0.85,November,2020,72.58800000000002
54,AMER-2020-105249,2020-11-28,Ryan Kerr,United States,Los Angeles,AMER,NAMER,Sony,1028,Tech,Enterprise,RSL12Y96B5,Support,7.36,2,0.0,0.1472,November 2020,No Discount,2.0,1.0,November,2020,0.0
55,AMER-2020-105270,2020-11-11,Stephen Dyer,United States,New York City,AMER,NAMER,AT&T,1010,Communications,SMB,4U36TFX09D,ChatBot Plugin,30.48,3,0.0,7.9248,November 2020,No Discount,26.0,1.0,November,2020,0.0
56,AMER-2020-105270,2020-11-11,Stephen Dyer,United States,New York City,AMER,NAMER,AT&T,1010,Communications,SMB,TMQVRTE9G9,FinanceHub,112.648,1,0.2,11.2648,November 2020,Low Discount,10.0,0.8,November,2020,28.161999999999978
57,AMER-2020-105648,2020-03-03,Jonathan Gibson,United States,Seattle,AMER,NAMER,Ford Motor,1009,Manufacturing,SMB,CYZ40PHADW,ContactMatcher,626.352,3,0.2,-23.4882,March 2020,Low Discount,-3.75,0.8,March,2020,156.58799999999997
58,AMER-2020-105984,2020-11-24,Pippa Edmunds,Mexico,Mexico City,AMER,LATAM,BNP Paribas,1065,Finance,Strategic,4T9097RLJ8,FinanceHub,611.058,3,0.3,-34.9176,November 2020,Medium Discount,-5.71,0.7,November,2020,261.88200000000006
59,AMER-2020-105984,2020-11-24,Pippa Edmunds,Mexico,Mexico City,AMER,LATAM,BNP Paribas,1065,Finance,Strategic,MOA9FX93CM,Site Analytics,1049.97,5,0.4,-209.994,November 2020,Medium Discount,-20.0,0.6,November,2020,699.98
60,AMER-2020-106264,2020-12-26,Carolyn Ross,United States,Seattle,AMER,NAMER,Airbus,1030,Manufacturing,SMB,XA4SV4Y5PB,SaaS Connector Pack,3.48,2,0.0,1.1136,December 2020,No Discount,32.0,1.0,December,2020,0.0
61,AMER-2020-106264,2020-12-26,Carolyn Ross,United States,Seattle,AMER,NAMER,Airbus,1030,Manufacturing,SMB,63G7MGTNBC,Support,11.91,3,0.0,0.1191,December 2020,No Discount,1.0,1.0,December,2020,0.0
62,AMER-2020-106334,2020-12-27,Caroline Burgess,United States,Los Angeles,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,SMB,2R6IGHEAKB,FinanceHub,230.28,3,0.2,23.028,December 2020,Low Discount,10.0,0.8,December,2020,57.569999999999965
63,AMER-2020-106334,2020-12-27,Caroline Burgess,United States,Los Angeles,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,SMB,57OGR39UH8,Support,12.84,3,0.0,5.778,December 2020,No Discount,45.0,1.0,December,2020,0.0
64,AMER-2020-106376,2020-12-05,Leah Clarkson,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,91D0JN8T6U,ChatBot Plugin,1113.024,8,0.2,111.3024,December 2020,Low Discount,10.0,0.8,December,2020,278.25599999999986
65,AMER-2020-106376,2020-12-05,Leah Clarkson,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,6NQZXRTE33,Site Analytics,167.968,4,0.2,62.988,December 2020,Low Discount,37.5,0.8,December,2020,41.99199999999999
66,AMER-2020-106439,2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,3PWKC34PWR,ChatBot Plugin,12.39,3,0.0,3.717,October 2020,No Discount,30.0,1.0,October,2020,0.0
67,AMER-2020-106439,2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,"IERM840RDI, YC0MI6COPU",ContactMatcher,35.263999999999996,5,0.2,11.4192,October 2020,Low Discount,32.38,0.8,October,2020,8.815999999999995
68,AMER-2020-106439,2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,4O0XV4I9BM,Data Smasher,251.91,9,0.0,47.8629,October 2020,No Discount,19.0,1.0,October,2020,0.0
69,AMER-2020-106439,2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,SDYP6F0YCF,FinanceHub,146.352,3,0.2,-9.147,October 2020,Low Discount,-6.25,0.8,October,2020,36.587999999999994
70,AMER-2020-106439,2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,"JWOIPPZ8H4, 4ME1QFDPO5",Marketing Suite - Gold,485.94,9,0.0,33.047200000000004,October 2020,No Discount,6.8,1.0,October,2020,0.0
71,AMER-2020-106439,2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,PIS9Y56ZO7,Storage,11.34,3,0.0,5.2164,October 2020,No Discount,46.0,1.0,October,2020,0.0
72,AMER-2020-106439,2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,K2J5MVCIXU,Support,64.74,13,0.0,30.4278,October 2020,No Discount,47.0,1.0,October,2020,0.0
73,AMER-2020-106572,2020-09-05,Cameron King,Mexico,Guadalajara,AMER,LATAM,HSBC Holdings,1070,Finance,SMB,M272YGLG0K,Marketing Suite - Gold,264.32,2,0.2,19.824,September 2020,Low Discount,7.5,0.8,September,2020,66.07999999999998
74,AMER-2020-106726,2020-12-06,Claire Carr,United States,New York City,AMER,NAMER,Caterpillar,1016,Manufacturing,Strategic,MAEB3LW84B,Marketing Suite - Gold,1261.33,7,0.0,327.9458,December 2020,No Discount,26.0,1.0,December,2020,0.0
75,AMER-2020-107139,2020-07-05,Rose Dyer,United States,New York City,AMER,NAMER,Apple,1008,Tech,Enterprise,8J2038D2YJ,ContactMatcher,180.96,6,0.2,67.86,July 2020,Low Discount,37.5,0.8,July,2020,45.23999999999998
76,AMER-2020-107181,2020-02-05,Audrey Young,United States,Seattle,AMER,NAMER,Kroger,1057,Retail,Enterprise,Z3QBMEEBQK,ContactMatcher,82.896,3,0.2,29.0136,February 2020,Low Discount,35.0,0.8,February,2020,20.72399999999999
77,AMER-2020-107181,2020-02-05,Audrey Young,United States,Seattle,AMER,NAMER,Kroger,1057,Retail,Enterprise,ODSJQ1C8GB,Support,34.24,4,0.0,16.0928,February 2020,No Discount,47.0,1.0,February,2020,0.0
78,AMER-2020-107398,2020-08-25,Leah Clarkson,Mexico,Mexico City,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,"W28WM67CI8, L089TGGC6A, JDGS9EZK2X",ContactMatcher,30.246000000000002,15,0.7,-23.544,August 2020,High Discount,-77.84,0.30000000000000004,August,2020,70.57399999999998
79,AMER-2020-107594,2020-07-02,Sam Parsons,Argentina,Rosario,AMER,LATAM,Siemens,1043,Manufacturing,SMB,M78UVUV38N,ChatBot Plugin,5.58,1,0.0,2.1762,July 2020,No Discount,39.0,1.0,July,2020,0.0
80,AMER-2020-107594,2020-07-02,Sam Parsons,Argentina,Rosario,AMER,LATAM,Siemens,1043,Manufacturing,SMB,1ZZAJ2RSGP,Site Analytics,73.98,2,0.0,19.9746,July 2020,No Discount,27.0,1.0,July,2020,0.0
81,AMER-2020-107699,2020-05-19,Grace Butler,Brazil,Brasília,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,UA9N3Y2YO1,ContactMatcher,57.42,9,0.0,26.4132,May 2020,No Discount,46.0,1.0,May,2020,0.0
82,AMER-2020-107755,2020-02-08,Andrea Reid,Argentina,Rosario,AMER,LATAM,HSBC Holdings,1070,Finance,Strategic,7X4XYXS4OD,Data Smasher,115.36,7,0.0,49.6048,February 2020,No Discount,43.0,1.0,February,2020,0.0
83,AMER-2020-107818,2020-09-08,Theresa Henderson,Canada,Vancouver,AMER,NAMER,Safeway,1079,Retail,SMB,"79FS4MGUM0, 2G26V8M6PY",ChatBot Plugin,309.71999999999997,10,0.0,93.798,September 2020,No Discount,30.28,1.0,September,2020,0.0
84,AMER-2020-107818,2020-09-08,Theresa Henderson,Canada,Vancouver,AMER,NAMER,Safeway,1079,Retail,SMB,X30Y9JQOW9,FinanceHub,975.92,5,0.2,121.99,September 2020,Low Discount,12.5,0.8,September,2020,243.9799999999999
85,AMER-2020-107818,2020-09-08,Theresa Henderson,Canada,Vancouver,AMER,NAMER,Safeway,1079,Retail,SMB,XCBY84OQKP,Marketing Suite - Gold,485.88,6,0.0,19.4352,September 2020,No Discount,4.0,1.0,September,2020,0.0
86,AMER-2020-108189,2020-10-02,Sophie Lewis,Chile,Puente Alto,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,6P71CRX8TP,Data Smasher,7.16,1,0.2,-0.0895,October 2020,Low Discount,-1.25,0.8,October,2020,1.7899999999999991
87,AMER-2020-108189,2020-10-02,Sophie Lewis,Chile,Puente Alto,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,6YH2VO8GBQ,SaaS Connector Pack - Gold,12.768,6,0.2,4.6284,October 2020,Low Discount,36.25,0.8,October,2020,3.192
88,AMER-2020-108189,2020-10-02,Sophie Lewis,Chile,Puente Alto,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,"XY75PE6O81, EXZVCPMIW1",Site Analytics,548.776,5,0.2,127.61789999999999,October 2020,Low Discount,23.26,0.8,October,2020,137.19399999999996
89,AMER-2020-108189,2020-10-02,Sophie Lewis,Chile,Puente Alto,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,80BGOGJ6GP,Storage,4.672,2,0.2,1.46,October 2020,Low Discount,31.25,0.8,October,2020,1.1679999999999993
90,AMER-2020-108189,2020-10-02,Sophie Lewis,Chile,Puente Alto,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,"9RBAH4V6X8, 1I5OXUGEIK",Support,24.768,4,0.2,0.1464000000000003,October 2020,Low Discount,0.59,0.8,October,2020,6.192
91,AMER-2020-108609,2020-10-31,Andrew Miller,Mexico,Mexico City,AMER,LATAM,Airbus,1030,Manufacturing,Strategic,BMQFOPNH2H,ContactMatcher,1421.664,8,0.4,-734.5264,October 2020,Medium Discount,-51.67,0.6,October,2020,947.7760000000001
92,AMER-2020-108861,2020-05-28,Dominic Short,Canada,Toronto,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,G3NLL9YSXL,ContactMatcher,136.96,4,0.2,51.36,May 2020,Low Discount,37.5,0.8,May,2020,34.23999999999998
93,AMER-2020-108903,2020-10-03,Colin Glover,Mexico,Mexico City,AMER,LATAM,Verizon Communications,1094,Communications,SMB,DXDHVHOII0,ChatBot Plugin,55.984,2,0.2,4.1988,October 2020,Low Discount,7.5,0.8,October,2020,13.996000000000002
94,AMER-2020-108903,2020-10-03,Colin Glover,Mexico,Mexico City,AMER,LATAM,Verizon Communications,1094,Communications,SMB,Q8JAVUOF9K,Data Smasher,142.488,3,0.2,-3.5622,October 2020,Low Discount,-2.5,0.8,October,2020,35.621999999999986
95,AMER-2020-108903,2020-10-03,Colin Glover,Mexico,Mexico City,AMER,LATAM,Verizon Communications,1094,Communications,SMB,9NJQWWCUNF,SaaS Connector Pack - Gold,14.48,5,0.2,4.887,October 2020,Low Discount,33.75,0.8,October,2020,3.6199999999999974
96,AMER-2020-109036,2020-12-20,Kimberly Newman,Canada,Toronto,AMER,NAMER,Amazon,1004,Tech,SMB,0JRIZOOONV,FinanceHub,31.05,3,0.0,14.904,December 2020,No Discount,48.0,1.0,December,2020,0.0
97,AMER-2020-109134,2020-11-05,Audrey Bower,United States,New York City,AMER,NAMER,Alphabet,1053,Tech,Enterprise,MVTX7ILO7F,SaaS Connector Pack,20.04,6,0.0,8.8176,November 2020,No Discount,44.0,1.0,November,2020,0.0
98,AMER-2020-109218,2020-06-30,Peter Hart,United States,New York City,AMER,NAMER,Valero Energy,1093,Energy,Strategic,GE2DPKPEG1,ChatBot Plugin,32.4,5,0.0,10.368,June 2020,No Discount,32.0,1.0,June,2020,0.0
99,AMER-2020-109232,2020-01-14,Bernadette Hill,Colombia,Bogotá,AMER,LATAM,Airbus,1030,Manufacturing,SMB,E74RB0N8HB,FinanceHub,545.94,6,0.0,87.3504,January 2020,No Discount,16.0,1.0,January,2020,0.0
100,AMER-2020-109302,2020-08-12,Karen Howard,Argentina,Buenos Aires,AMER,LATAM,Aetna,1002,Healthcare,Strategic,IO0FML7Q52,ContactMatcher,196.21,7,0.0,98.105,August 2020,No Discount,50.0,1.0,August,2020,0.0
101,AMER-2020-109456,2020-10-16,Dominic Duncan,United States,Los Angeles,AMER,NAMER,Oracle,1072,Tech,SMB,GJ2SIU6F6J,ContactMatcher,14.352,3,0.2,5.0232,October 2020,Low Discount,35.0,0.8,October,2020,3.5879999999999974
102,AMER-2020-109456,2020-10-16,Dominic Duncan,United States,Los Angeles,AMER,NAMER,Oracle,1072,Tech,SMB,FOW3IHH9ZJ,Data Smasher,179.97,3,0.0,86.3856,October 2020,No Discount,48.0,1.0,October,2020,0.0
103,AMER-2020-109890,2020-07-21,Charles Churchill,Costa Rica,San José,AMER,LATAM,Lowes,1060,Retail,SMB,LGHA2Z9XUE,Site Analytics,35.98,2,0.0,10.0744,July 2020,No Discount,28.0,1.0,July,2020,0.0
104,AMER-2020-109897,2020-08-12,Sonia Miller,United States,Los Angeles,AMER,NAMER,Pfizer,1074,Healthcare,SMB,LD0O399OKA,SaaS Connector Pack,85.44,3,0.0,31.6128,August 2020,No Discount,37.0,1.0,August,2020,0.0
105,AMER-2020-109897,2020-08-12,Sonia Miller,United States,Los Angeles,AMER,NAMER,Pfizer,1074,Healthcare,SMB,HIHNZTOMNY,Site Analytics,806.336,8,0.2,50.396,August 2020,Low Discount,6.25,0.8,August,2020,201.58399999999995
